variant_name,score_name,test_scope,n_stages,ndcg_at_5,ndcg_at_10,ndcg_at_20,top_1_accuracy,top_5_accuracy,top_10_accuracy,top_20_accuracy,map,map_at_10,spearman_rho,total_runtime_seconds
standard,score_topk_raw_sum,overall,112,0.40841583982574486,0.4018474576681756,0.43303944110860776,0.2072072072072072,0.4144144144144144,0.5765765765765766,0.6666666666666666,0.4007593519139765,0.18591907596371882,0.30454712864503886,112.38900000000001
thinking_medium_roc_auc,score_topk_raw_sum,overall,112,0.41852822262206685,0.3938254663292598,0.42847516305829736,0.24324324324324326,0.45045045045045046,0.5225225225225225,0.6306306306306306,0.3969871320142883,0.1785253684807256,0.30356482069315777,360.33299999999997
