variant_name,score_name,test_scope,n_stages,ndcg_at_5,ndcg_at_10,ndcg_at_20,top_1_accuracy,top_5_accuracy,top_10_accuracy,top_20_accuracy,map
standard,score_topk_raw_sum,overall,112,0.35476242115362605,0.37614771120814633,0.43000354000128377,0.2072072072072072,0.4144144144144144,0.5765765765765766,0.6666666666666666,0.4007593519139765
thinking_medium_roc_auc,score_topk_raw_sum,overall,112,0.36602572030035707,0.36778836880019095,0.426508099418082,0.24324324324324326,0.45045045045045046,0.5225225225225225,0.6306306306306306,0.3969871320142883
