variant_name,scope,rows,monotonic_rows,monotonicity_violation_rows,monotonicity_violation_rate,top5_gt_top10_rate,top10_gt_top20_rate
thinking_medium_roc_auc,overall,17802,9136,8666,0.48679923604089426,0.3627120548253005,0.24193910796539714
thinking_medium_roc_auc,year_2024,8933,4762,4171,0.466920407477891,0.3375125937534983,0.2354192320608978
thinking_medium_roc_auc,year_2025,8869,4374,4495,0.5068215131356409,0.38809335889051755,0.248506032247153
