variant_name,score_name,stage_id,meta_year,meta_race,stage_nr,rows,ndcg_at_5,ndcg_at_10,ndcg_at_20,top_1_accuracy,top_5_accuracy,top_10_accuracy,top_20_accuracy,map,map_at_10,spearman_rho
thinking_medium_roc_auc,score_topk_raw_sum,giro-d-italia_2024_ST12,2024,giro-d-italia,12,154,0.07132875491150917,0.052422057695528976,0.18164384550473256,0.0,0.0,0.0,1.0,0.1744624550185745,0.0,-0.16565054174162336
thinking_medium_roc_auc,score_topk_raw_sum,giro-d-italia_2024_ST13,2024,giro-d-italia,13,154,0.2826335043946801,0.2893198484316033,0.3726566481241983,0.0,0.0,0.0,0.0,0.4049579291494737,0.06190476190476191,0.27193211595488637
thinking_medium_roc_auc,score_topk_raw_sum,giro-d-italia_2024_ST15,2024,giro-d-italia,15,150,0.5305071650442033,0.5471472011396442,0.6068832756547338,1.0,1.0,1.0,1.0,0.564633530241154,0.2375,0.45256589181741413
thinking_medium_roc_auc,score_topk_raw_sum,giro-d-italia_2024_ST16,2024,giro-d-italia,16,146,0.5672773877804447,0.4681351846331907,0.6090324790088305,1.0,1.0,1.0,1.0,0.6059781125242389,0.16666666666666666,0.40853537447099775
thinking_medium_roc_auc,score_topk_raw_sum,giro-d-italia_2024_ST17,2024,giro-d-italia,17,145,0.4831569578274467,0.5155277925262156,0.5645678418002076,0.0,0.0,0.0,1.0,0.5302283819585163,0.2344444444444444,0.46722957014643357
thinking_medium_roc_auc,score_topk_raw_sum,giro-d-italia_2024_ST18,2024,giro-d-italia,18,144,0.6242708835600316,0.48281656793870786,0.5166482333892435,0.0,0.0,0.0,1.0,0.4775434244968322,0.21000000000000002,0.2603207137689897
thinking_medium_roc_auc,score_topk_raw_sum,giro-d-italia_2024_ST19,2024,giro-d-italia,19,142,0.0,0.0,0.1236777542890049,0.0,0.0,0.0,0.0,0.18808547007573556,0.0,0.29507471850894085
thinking_medium_roc_auc,score_topk_raw_sum,giro-d-italia_2024_ST2,2024,giro-d-italia,2,175,0.43942193198999946,0.3993865079828923,0.4665703696354162,1.0,1.0,1.0,1.0,0.35727229920116244,0.125,0.31818629646215857
thinking_medium_roc_auc,score_topk_raw_sum,giro-d-italia_2024_ST20,2024,giro-d-italia,20,142,0.6420169827116419,0.5475720052369218,0.5793516226270501,1.0,1.0,1.0,1.0,0.5428187598492477,0.2816666666666666,0.3913087212457905
thinking_medium_roc_auc,score_topk_raw_sum,giro-d-italia_2024_ST21,2024,giro-d-italia,21,142,0.43653910516875377,0.4002370880033761,0.44019649988457316,0.0,0.0,0.0,0.0,0.4164717636449823,0.19285714285714287,0.2477812867384339
thinking_medium_roc_auc,score_topk_raw_sum,giro-d-italia_2024_ST3,2024,giro-d-italia,3,173,0.3494746300967187,0.3330758120758779,0.34301474079278577,0.0,0.0,0.0,0.0,0.4864742776501144,0.042222222222222223,0.3162827780893799
thinking_medium_roc_auc,score_topk_raw_sum,giro-d-italia_2024_ST4,2024,giro-d-italia,4,170,0.3391602052736162,0.3740209140437035,0.4454019406303331,0.0,0.0,0.0,0.0,0.39935057243508926,0.12,0.33430792435317325
thinking_medium_roc_auc,score_topk_raw_sum,giro-d-italia_2024_ST5,2024,giro-d-italia,5,169,0.11305340175787205,0.1835441092919245,0.2543786944140507,0.0,0.0,0.0,0.0,0.31550768289685804,0.0325,0.235594948038387
thinking_medium_roc_auc,score_topk_raw_sum,giro-d-italia_2024_ST6,2024,giro-d-italia,6,165,0.07132875491150917,0.052422057695528976,0.11217656651243463,0.0,0.0,0.0,0.0,0.15870701844223248,0.0,-0.067833195308952
thinking_medium_roc_auc,score_topk_raw_sum,giro-d-italia_2024_ST8,2024,giro-d-italia,8,164,0.48522855511632257,0.5337938356712418,0.5286718444066993,1.0,1.0,1.0,1.0,0.42956012314073416,0.22749999999999998,0.3963843129786568
thinking_medium_roc_auc,score_topk_raw_sum,giro-d-italia_2024_ST9,2024,giro-d-italia,9,162,0.42870185423738655,0.36897504714426116,0.45353035342941017,0.0,0.0,0.0,1.0,0.4593168428701482,0.15,0.09456489984630823
thinking_medium_roc_auc,score_topk_raw_sum,giro-d-italia_2025_ST1,2025,giro-d-italia,1,172,0.47036528278595796,0.39571165540452513,0.41356996921592837,1.0,1.0,1.0,1.0,0.2803028729790713,0.1733333333333333,0.09466703457123787
thinking_medium_roc_auc,score_topk_raw_sum,giro-d-italia_2025_ST11,2025,giro-d-italia,11,163,0.43158468105863224,0.4299931287948419,0.5698531742570278,0.0,0.0,0.0,1.0,0.5617801555368227,0.21666666666666665,0.38435000914426326
thinking_medium_roc_auc,score_topk_raw_sum,giro-d-italia_2025_ST12,2025,giro-d-italia,12,163,0.6832919895416518,0.6983073136600215,0.6743056974615654,0.0,0.0,1.0,1.0,0.670297548043504,0.2733333333333333,0.3459967524010618
thinking_medium_roc_auc,score_topk_raw_sum,giro-d-italia_2025_ST13,2025,giro-d-italia,13,163,0.6292253076701532,0.5604986355889003,0.5548321607293615,0.0,1.0,1.0,1.0,0.50229450110471,0.3044444444444444,0.39873975426870834
thinking_medium_roc_auc,score_topk_raw_sum,giro-d-italia_2025_ST14,2025,giro-d-italia,14,162,0.2139862647345275,0.1572661730865869,0.221659138055271,0.0,0.0,0.0,0.0,0.2030980747693969,0.05,0.22546682642708252
thinking_medium_roc_auc,score_topk_raw_sum,giro-d-italia_2025_ST15,2025,giro-d-italia,15,161,0.0,0.0512227067904418,0.18883730495944895,0.0,0.0,0.0,0.0,0.25094489842783296,0.0,0.376015067862894
thinking_medium_roc_auc,score_topk_raw_sum,giro-d-italia_2025_ST16,2025,giro-d-italia,16,157,0.17654490573801399,0.18542534196244373,0.37958256276922925,0.0,0.0,0.0,0.0,0.47217560236540923,0.0,0.42235749415464
thinking_medium_roc_auc,score_topk_raw_sum,giro-d-italia_2025_ST17,2025,giro-d-italia,17,155,0.048689449947568804,0.2258182390123022,0.4345121054304236,0.0,0.0,1.0,1.0,0.3857845339082033,0.03888888888888888,0.42965421675099097
thinking_medium_roc_auc,score_topk_raw_sum,giro-d-italia_2025_ST18,2025,giro-d-italia,18,154,0.0,0.03135720453285743,0.026136551129440487,0.0,0.0,0.0,0.0,0.14193040133502,0.0,0.14124054313807635
thinking_medium_roc_auc,score_topk_raw_sum,giro-d-italia_2025_ST19,2025,giro-d-italia,19,152,0.3869159890932322,0.4712053904436515,0.48194950595952046,0.0,0.0,0.0,0.0,0.5076220971840109,0.2344444444444444,0.5638194629542301
thinking_medium_roc_auc,score_topk_raw_sum,giro-d-italia_2025_ST20,2025,giro-d-italia,20,152,0.18438215666938124,0.2898651654317358,0.30988205454970763,0.0,0.0,0.0,0.0,0.35939938881619565,0.05333333333333333,0.5049173381447385
thinking_medium_roc_auc,score_topk_raw_sum,giro-d-italia_2025_ST21,2025,giro-d-italia,21,152,0.7261374126646397,0.674166150303141,0.6298464441014259,0.0,0.0,1.0,1.0,0.543283417617436,0.3083333333333333,0.2915034957866032
thinking_medium_roc_auc,score_topk_raw_sum,giro-d-italia_2025_ST3,2025,giro-d-italia,3,172,0.3391602052736162,0.24926098697416305,0.2621531291213073,1.0,1.0,1.0,1.0,0.19573172629821,0.1,0.3281213519077974
thinking_medium_roc_auc,score_topk_raw_sum,giro-d-italia_2025_ST4,2025,giro-d-italia,4,172,0.6884730055194255,0.5404149955451569,0.630064938958215,,,,,0.5419986197663426,0.2,0.21496475427040512
thinking_medium_roc_auc,score_topk_raw_sum,giro-d-italia_2025_ST5,2025,giro-d-italia,5,171,0.3391602052736162,0.27547201582192754,0.3175914143922217,1.0,1.0,1.0,1.0,0.23267042296245116,0.1,0.155249958000336
thinking_medium_roc_auc,score_topk_raw_sum,giro-d-italia_2025_ST6,2025,giro-d-italia,6,168,0.2577212905719748,0.31247870036796244,0.32868601131537195,0.0,1.0,1.0,1.0,0.34380169660257753,0.10222222222222221,0.19842732118181225
thinking_medium_roc_auc,score_topk_raw_sum,giro-d-italia_2025_ST7,2025,giro-d-italia,7,165,0.8460943992259262,0.7234738584906053,0.7045378475189813,1.0,1.0,1.0,1.0,0.6601315642514842,0.43,0.51103838858761
thinking_medium_roc_auc,score_topk_raw_sum,giro-d-italia_2025_ST8,2025,giro-d-italia,8,165,0.23307160661695003,0.23268849085791365,0.3452220094478344,0.0,0.0,0.0,0.0,0.4765780313843179,0.0,0.37104693719445414
thinking_medium_roc_auc,score_topk_raw_sum,giro-d-italia_2025_ST9,2025,giro-d-italia,9,163,0.6794583417081554,0.6576109077678504,0.6648181740298212,0.0,1.0,1.0,1.0,0.6135762640554184,0.5291666666666667,0.4113643794924657
thinking_medium_roc_auc,score_topk_raw_sum,tour-de-france_2024_ST1,2024,tour-de-france,1,173,0.76692839338305,0.5636431553605953,0.5366855468056507,0.0,0.0,0.0,0.0,0.4801594130525893,0.355,0.3463155503845067
thinking_medium_roc_auc,score_topk_raw_sum,tour-de-france_2024_ST10,2024,tour-de-france,10,170,0.507867860080263,0.4803548109182565,0.4491107887862438,1.0,1.0,1.0,1.0,0.427445352591229,0.19285714285714287,0.23750832005178277
thinking_medium_roc_auc,score_topk_raw_sum,tour-de-france_2024_ST11,2024,tour-de-france,11,166,0.9513105500524311,0.8110519218934313,0.8311583135252923,0.0,1.0,1.0,1.0,0.7079584870538819,0.6,0.4187668474660755
thinking_medium_roc_auc,score_topk_raw_sum,tour-de-france_2024_ST12,2024,tour-de-france,12,160,0.5531464700081437,0.543350771024927,0.500314916710901,0.0,0.0,0.0,0.0,0.3730040989801095,0.29,0.24744228290167583
thinking_medium_roc_auc,score_topk_raw_sum,tour-de-france_2024_ST13,2024,tour-de-france,13,157,0.5726986067912171,0.5003055843440509,0.41435094479137247,1.0,1.0,1.0,1.0,0.31220029224578855,0.2671428571428572,0.2708060704916304
thinking_medium_roc_auc,score_topk_raw_sum,tour-de-france_2024_ST14,2024,tour-de-france,14,152,0.838257148294559,0.776087762331471,0.7642276381726246,1.0,1.0,1.0,1.0,0.6821534328419673,0.49309523809523814,0.5066293509387024
thinking_medium_roc_auc,score_topk_raw_sum,tour-de-france_2024_ST15,2024,tour-de-france,15,150,0.9513105500524311,0.7799711005132324,0.8198700931603291,1.0,1.0,1.0,1.0,0.7725539608113138,0.5,0.5168247477665674
thinking_medium_roc_auc,score_topk_raw_sum,tour-de-france_2024_ST16,2024,tour-de-france,16,148,0.4930658060476898,0.5001894883622137,0.5485579740048552,1.0,1.0,1.0,1.0,0.5258991417969814,0.2,0.4320474425939432
thinking_medium_roc_auc,score_topk_raw_sum,tour-de-france_2024_ST17,2024,tour-de-france,17,143,0.1460683498427064,0.10735086393200936,0.20603000876389152,0.0,0.0,0.0,0.0,0.17703376894977546,0.025,0.34520174661019726
thinking_medium_roc_auc,score_topk_raw_sum,tour-de-france_2024_ST18,2024,tour-de-france,18,143,0.09147051710379361,0.12110975031271867,0.14019434887633478,0.0,0.0,0.0,0.0,0.16608160174392267,0.042222222222222223,0.11836813421320463
thinking_medium_roc_auc,score_topk_raw_sum,tour-de-france_2024_ST19,2024,tour-de-france,19,139,0.7330409974680543,0.735625322542995,0.7314494179026246,0.0,1.0,1.0,1.0,0.7591509108896972,0.549047619047619,0.5118950802091246
thinking_medium_roc_auc,score_topk_raw_sum,tour-de-france_2024_ST2,2024,tour-de-france,2,173,0.0,0.05171319318852203,0.04282864538467281,0.0,0.0,0.0,0.0,0.13286232924642208,0.0,-0.1784490870574929
thinking_medium_roc_auc,score_topk_raw_sum,tour-de-france_2024_ST20,2024,tour-de-france,20,139,0.740939466697213,0.7137345253625009,0.7263395633405387,0.0,1.0,1.0,1.0,0.6422636556060656,0.569047619047619,0.5084945708029849
thinking_medium_roc_auc,score_topk_raw_sum,tour-de-france_2024_ST3,2024,tour-de-france,3,173,0.5087403079104242,0.3738914804612446,0.39270043113623004,0.0,0.0,0.0,0.0,0.3112303203194453,0.16666666666666666,0.20138505824383146
thinking_medium_roc_auc,score_topk_raw_sum,tour-de-france_2024_ST4,2024,tour-de-france,4,172,0.9434732991210638,0.775695860366462,0.8319585873423189,1.0,1.0,1.0,1.0,0.6964849297545689,0.5,0.526563417550463
thinking_medium_roc_auc,score_topk_raw_sum,tour-de-france_2024_ST5,2024,tour-de-france,5,172,0.4322558173189044,0.3657153438226794,0.35289499717567535,0.0,0.0,0.0,0.0,0.38892377058505573,0.14666666666666667,0.298611160243666
thinking_medium_roc_auc,score_topk_raw_sum,tour-de-france_2024_ST6,2024,tour-de-france,6,172,0.2826335043946801,0.30817460277900605,0.3471857810412796,0.0,0.0,0.0,1.0,0.371583491385475,0.08833333333333333,0.32965900434646234
thinking_medium_roc_auc,score_topk_raw_sum,tour-de-france_2024_ST8,2024,tour-de-france,8,171,0.4017792614235968,0.2952819749811217,0.333468405174978,0.0,0.0,0.0,0.0,0.3014749539259272,0.1,0.33340533275733797
thinking_medium_roc_auc,score_topk_raw_sum,tour-de-france_2024_ST9,2024,tour-de-france,9,171,0.0,0.025011677942677293,0.14424693932772092,0.0,0.0,0.0,0.0,0.18493114022699905,0.0,0.027030983752129985
thinking_medium_roc_auc,score_topk_raw_sum,tour-de-france_2025_ST1,2025,tour-de-france,1,179,0.4037896404146812,0.39581203633080125,0.34400886276663806,0.0,1.0,1.0,1.0,0.2560515090346724,0.13333333333333333,0.26444667629150714
thinking_medium_roc_auc,score_topk_raw_sum,tour-de-france_2025_ST10,2025,tour-de-france,10,170,0.5713593640604049,0.4851789811969368,0.47869765877335874,0.0,0.0,0.0,0.0,0.5692391127063338,0.275,0.4412808910546467
thinking_medium_roc_auc,score_topk_raw_sum,tour-de-france_2025_ST11,2025,tour-de-france,11,170,0.47036528278595796,0.46068788339277106,0.42853927086257687,0.0,1.0,1.0,1.0,0.2516072992468129,0.19,0.032800239373232946
thinking_medium_roc_auc,score_topk_raw_sum,tour-de-france_2025_ST12,2025,tour-de-france,12,169,0.6583626208346485,0.5362763368959759,0.48133318305376505,1.0,1.0,1.0,1.0,0.44724269939958317,0.2375,0.4433618417781315
thinking_medium_roc_auc,score_topk_raw_sum,tour-de-france_2025_ST14,2025,tour-de-france,14,165,0.6018359199557124,0.4981179952277962,0.5297714689879832,0.0,0.0,0.0,0.0,0.45167540593610245,0.2,0.44694788021264664
thinking_medium_roc_auc,score_topk_raw_sum,tour-de-france_2025_ST15,2025,tour-de-france,15,164,0.0,0.08878855502583602,0.10653839355254939,0.0,0.0,0.0,0.0,0.1303719368768065,0.016666666666666666,0.09767796172105613
thinking_medium_roc_auc,score_topk_raw_sum,tour-de-france_2025_ST16,2025,tour-de-france,16,163,0.4522136070314882,0.4389620198613622,0.5227876260090184,0.0,0.0,0.0,0.0,0.4466820685440047,0.2095238095238095,0.40246119230108457
thinking_medium_roc_auc,score_topk_raw_sum,tour-de-france_2025_ST17,2025,tour-de-france,17,162,0.557429757857993,0.43468677971459163,0.3756722436708284,0.0,1.0,1.0,1.0,0.3247600659341082,0.16666666666666666,0.10989456094817524
thinking_medium_roc_auc,score_topk_raw_sum,tour-de-france_2025_ST18,2025,tour-de-france,18,159,0.69921481985085,0.6192927103168169,0.5792888112647311,0.0,1.0,1.0,1.0,0.4907305437213127,0.38769841269841265,0.42907809887747794
thinking_medium_roc_auc,score_topk_raw_sum,tour-de-france_2025_ST19,2025,tour-de-france,19,159,0.5968814958455909,0.4626871255449231,0.45081967093346714,0.0,0.0,0.0,0.0,0.3911464331319315,0.2,0.394787437305947
thinking_medium_roc_auc,score_topk_raw_sum,tour-de-france_2025_ST2,2025,tour-de-france,2,179,0.24090885754831726,0.203263580030375,0.23814190620799733,0.0,0.0,0.0,0.0,0.29909952584552185,0.03333333333333333,0.2658611093674806
thinking_medium_roc_auc,score_topk_raw_sum,tour-de-france_2025_ST20,2025,tour-de-france,20,158,0.0,0.05002335588535459,0.09426830621669227,0.0,0.0,0.0,0.0,0.1470233178032891,0.01111111111111111,0.2500140714586702
thinking_medium_roc_auc,score_topk_raw_sum,tour-de-france_2025_ST21,2025,tour-de-france,21,158,0.48811138193756826,0.5398759511106126,0.44712295327687185,0.0,0.0,1.0,1.0,0.37299025168219824,0.30396825396825394,0.253047421576338
thinking_medium_roc_auc,score_topk_raw_sum,tour-de-france_2025_ST3,2025,tour-de-france,3,178,0.2139862647345275,0.3014460585511259,0.3374125912280438,0.0,0.0,0.0,1.0,0.24407371369949277,0.1261904761904762,0.2137469957837241
thinking_medium_roc_auc,score_topk_raw_sum,tour-de-france_2025_ST4,2025,tour-de-france,4,178,0.4400930682502716,0.3792473782590721,0.31409105636373275,0.0,1.0,1.0,1.0,0.350556633812693,0.2,0.16203457920757847
thinking_medium_roc_auc,score_topk_raw_sum,tour-de-france_2025_ST6,2025,tour-de-france,6,177,0.41745376328633127,0.3640935782457999,0.35425155645054046,0.0,0.0,0.0,0.0,0.42735766589658253,0.2,0.390553314520178
thinking_medium_roc_auc,score_topk_raw_sum,tour-de-france_2025_ST7,2025,tour-de-france,7,175,0.4818177150966345,0.38370128737383297,0.5100502075000589,1.0,1.0,1.0,1.0,0.36312781310411585,0.2,0.1941804746977161
thinking_medium_roc_auc,score_topk_raw_sum,tour-de-france_2025_ST8,2025,tour-de-france,8,174,0.3600546145772339,0.5558845402186788,0.4768832443420011,0.0,1.0,1.0,1.0,0.32964343524962403,0.32269841269841265,0.294877416782938
thinking_medium_roc_auc,score_topk_raw_sum,tour-de-france_2025_ST9,2025,tour-de-france,9,173,0.47036528278595796,0.45390987544824246,0.3921252445979758,0.0,0.0,0.0,0.0,0.37119245057790273,0.19,0.22455511725250432
thinking_medium_roc_auc,score_topk_raw_sum,vuelta-a-espana_2024_ST10,2024,vuelta-a-espana,10,155,0.2139862647345275,0.21645854310381094,0.264199809607812,0.0,1.0,1.0,1.0,0.21682861231712441,0.08333333333333333,0.2822886790628726
thinking_medium_roc_auc,score_topk_raw_sum,vuelta-a-espana_2024_ST11,2024,vuelta-a-espana,11,151,0.0,0.07503503382803188,0.1435786214406201,0.0,0.0,0.0,0.0,0.15860294153155802,0.01111111111111111,0.18554897176716625
thinking_medium_roc_auc,score_topk_raw_sum,vuelta-a-espana_2024_ST12,2024,vuelta-a-espana,12,149,0.1695801026368081,0.19987072824669389,0.25056530051350223,0.0,0.0,0.0,0.0,0.39205286409804063,0.0,0.39418465445311085
thinking_medium_roc_auc,score_topk_raw_sum,vuelta-a-espana_2024_ST13,2024,vuelta-a-espana,13,146,0.1695801026368081,0.3123487079817798,0.27488489125992105,0.0,0.0,1.0,1.0,0.3461161044495696,0.0365079365079365,0.5100421273847281
thinking_medium_roc_auc,score_topk_raw_sum,vuelta-a-espana_2024_ST14,2024,vuelta-a-espana,14,145,0.3007851801491499,0.2521249008322287,0.21130730115105312,0.0,1.0,1.0,1.0,0.19352139297121881,0.07333333333333333,0.30584947252401196
thinking_medium_roc_auc,score_topk_raw_sum,vuelta-a-espana_2024_ST15,2024,vuelta-a-espana,15,143,0.7521263393504768,0.6882736488476768,0.710958427677752,0.0,0.0,0.0,0.0,0.6366251678263929,0.4680952380952381,0.39323763091368724
thinking_medium_roc_auc,score_topk_raw_sum,vuelta-a-espana_2024_ST16,2024,vuelta-a-espana,16,139,0.3333333333333333,0.3457210091086527,0.4018979062351072,0.0,0.0,0.0,1.0,0.633498345608104,0.01,0.41883462174359887
thinking_medium_roc_auc,score_topk_raw_sum,vuelta-a-espana_2024_ST17,2024,vuelta-a-espana,17,137,0.1695801026368081,0.1276974710701,0.19444960929439462,0.0,1.0,1.0,1.0,0.172832072040633,0.03333333333333333,0.17140683629846734
thinking_medium_roc_auc,score_topk_raw_sum,vuelta-a-espana_2024_ST18,2024,vuelta-a-espana,18,135,0.1002617267163833,0.14573851925154138,0.16929710055708114,0.0,0.0,0.0,0.0,0.21332145728241989,0.01,0.33232367573895233
thinking_medium_roc_auc,score_topk_raw_sum,vuelta-a-espana_2024_ST19,2024,vuelta-a-espana,19,135,0.781730447415623,0.8051122120383686,0.7328584751166224,1.0,1.0,1.0,1.0,0.6164223036770189,0.4705555555555555,0.3867720222417325
thinking_medium_roc_auc,score_topk_raw_sum,vuelta-a-espana_2024_ST2,2024,vuelta-a-espana,2,171,0.6018359199557124,0.4423107813714197,0.42054044842715343,1.0,1.0,1.0,1.0,0.30160938612181065,0.2,0.24448604411164715
thinking_medium_roc_auc,score_topk_raw_sum,vuelta-a-espana_2024_ST20,2024,vuelta-a-espana,20,131,0.6110124136178919,0.6380953830858771,0.66856042668033,0.0,0.0,0.0,1.0,0.6539510906684228,0.3488888888888889,0.4132333315539422
thinking_medium_roc_auc,score_topk_raw_sum,vuelta-a-espana_2024_ST3,2024,vuelta-a-espana,3,171,0.6018359199557124,0.4423107813714197,0.4513463823223622,0.0,1.0,1.0,1.0,0.3174689711605727,0.2,0.36885784913720693
thinking_medium_roc_auc,score_topk_raw_sum,vuelta-a-espana_2024_ST4,2024,vuelta-a-espana,4,171,0.6534081967245269,0.5598326362987464,0.6352027938804714,1.0,1.0,1.0,1.0,0.6006880611219191,0.23333333333333334,0.507639138886889
thinking_medium_roc_auc,score_topk_raw_sum,vuelta-a-espana_2024_ST5,2024,vuelta-a-espana,5,170,0.6406165216830382,0.5538990307488093,0.5702948006204078,0.0,0.0,0.0,1.0,0.3488520376689788,0.31714285714285717,0.2011162608923981
thinking_medium_roc_auc,score_topk_raw_sum,vuelta-a-espana_2024_ST6,2024,vuelta-a-espana,6,167,0.1312050775123418,0.15223452640138402,0.18167246532969378,0.0,1.0,1.0,1.0,0.2316291574416362,0.02,0.41770847289929613
thinking_medium_roc_auc,score_topk_raw_sum,vuelta-a-espana_2024_ST7,2024,vuelta-a-espana,7,165,0.3600546145772339,0.3376637708996147,0.421920893151625,0.0,1.0,1.0,1.0,0.3291011409436192,0.13,0.20157347794726582
thinking_medium_roc_auc,score_topk_raw_sum,vuelta-a-espana_2024_ST8,2024,vuelta-a-espana,8,163,0.6096731708870796,0.5607538385564436,0.5526923756963021,1.0,1.0,1.0,1.0,0.4841926740056712,0.24285714285714283,0.38756989819386944
thinking_medium_roc_auc,score_topk_raw_sum,vuelta-a-espana_2024_ST9,2024,vuelta-a-espana,9,159,0.5982207385764032,0.5979064824809868,0.6023555243049038,0.0,1.0,1.0,1.0,0.6017516018373987,0.3322222222222222,0.4847086219250061
thinking_medium_roc_auc,score_topk_raw_sum,vuelta-a-espana_2025_ST1,2025,vuelta-a-espana,1,168,0.4104889601851253,0.3497181006080332,0.41132410477804254,1.0,1.0,1.0,1.0,0.3055167923948265,0.12,0.3517318701565593
thinking_medium_roc_auc,score_topk_raw_sum,vuelta-a-espana_2025_ST10,2025,vuelta-a-espana,10,153,0.04373502583744727,0.1633873914397382,0.21986662333139403,0.0,0.0,0.0,0.0,0.28538354237596086,0.03666666666666667,0.24242089180169674
thinking_medium_roc_auc,score_topk_raw_sum,vuelta-a-espana_2025_ST12,2025,vuelta-a-espana,12,148,0.3391602052736162,0.2800035070042746,0.33900527809364217,0.0,0.0,0.0,1.0,0.20517335411464377,0.1,0.04088666121264396
thinking_medium_roc_auc,score_topk_raw_sum,vuelta-a-espana_2025_ST13,2025,vuelta-a-espana,13,144,0.526891983664894,0.41344282619596223,0.5555360794832791,0.0,1.0,1.0,1.0,0.44819707729138547,0.13999999999999999,0.323113093802749
thinking_medium_roc_auc,score_topk_raw_sum,vuelta-a-espana_2025_ST14,2025,vuelta-a-espana,14,143,0.526891983664894,0.47031879300625207,0.5615175928574808,0.0,1.0,1.0,1.0,0.4268172505339224,0.18285714285714286,0.3990692406185364
thinking_medium_roc_auc,score_topk_raw_sum,vuelta-a-espana_2025_ST15,2025,vuelta-a-espana,15,143,0.3391602052736162,0.24926098697416305,0.34021228037530915,1.0,1.0,1.0,1.0,0.23335651823400685,0.1,0.16499228471059454
thinking_medium_roc_auc,score_topk_raw_sum,vuelta-a-espana_2025_ST16,2025,vuelta-a-espana,16,140,0.11305340175787205,0.18581769470543769,0.29793570410689324,0.0,0.0,1.0,1.0,0.3072514568257214,0.01111111111111111,0.2797795805908465
thinking_medium_roc_auc,score_topk_raw_sum,vuelta-a-espana_2025_ST17,2025,vuelta-a-espana,17,140,0.4818177150966345,0.45675571687768507,0.5960339237889627,0.0,0.0,0.0,1.0,0.43060561074975545,0.2375,0.2913822133782336
thinking_medium_roc_auc,score_topk_raw_sum,vuelta-a-espana_2025_ST19,2025,vuelta-a-espana,19,140,0.5531464700081437,0.5075047239894896,0.5404090585643513,1.0,1.0,1.0,1.0,0.31996005894393886,0.25,0.07335942795915244
thinking_medium_roc_auc,score_topk_raw_sum,vuelta-a-espana_2025_ST2,2025,vuelta-a-espana,2,167,0.6386061426919538,0.7088087610149191,0.7211960726133252,1.0,1.0,1.0,1.0,0.6083323395568806,0.4891666666666666,0.46193585290692285
thinking_medium_roc_auc,score_topk_raw_sum,vuelta-a-espana_2025_ST20,2025,vuelta-a-espana,20,140,0.5416940376974672,0.39811035721469956,0.5702145007275304,1.0,1.0,1.0,1.0,0.43961668644016616,0.13999999999999999,0.47794275218123383
thinking_medium_roc_auc,score_topk_raw_sum,vuelta-a-espana_2025_ST3,2025,vuelta-a-espana,3,165,0.38289523111106344,0.5068396567499183,0.5129187489296813,0.0,0.0,1.0,1.0,0.3308368849839826,0.21083333333333334,0.39114417759730724
thinking_medium_roc_auc,score_topk_raw_sum,vuelta-a-espana_2025_ST4,2025,vuelta-a-espana,4,163,0.4400930682502716,0.34011577055090264,0.2992629574737665,0.0,0.0,0.0,0.0,0.2743999923487471,0.2,0.30696183239951014
thinking_medium_roc_auc,score_topk_raw_sum,vuelta-a-espana_2025_ST6,2025,vuelta-a-espana,6,159,0.20547787754288813,0.23641645334871517,0.3312680774791562,0.0,0.0,0.0,0.0,0.4409732615451697,0.016666666666666666,0.41632433723429674
thinking_medium_roc_auc,score_topk_raw_sum,vuelta-a-espana_2025_ST7,2025,vuelta-a-espana,7,156,0.4026517092537581,0.3755427090453013,0.4291794055308689,0.0,1.0,1.0,1.0,0.5728487272538806,0.05555555555555556,0.3781005515955177
thinking_medium_roc_auc,score_topk_raw_sum,vuelta-a-espana_2025_ST8,2025,vuelta-a-espana,8,154,0.4818177150966345,0.46430922393461693,0.45564683463012745,1.0,1.0,1.0,1.0,0.3052616637839172,0.23333333333333334,0.23873596359364863
thinking_medium_roc_auc,score_topk_raw_sum,vuelta-a-espana_2025_ST9,2025,vuelta-a-espana,9,154,0.3142479914509108,0.34862320040281175,0.5041146027533212,0.0,1.0,1.0,1.0,0.4328848997205976,0.07857142857142857,0.22963766151621942
